Season,Week,Contestant,Status,Judge_Total,Judge_Rank,Expected_Fan_Rank,Most_Likely_Fan_Rank,Model_Certainty,Distinct_Fan_Rank
31,9,Daniel Durant,Eliminated,34.5,5.0,3.3033588997619674,1,0.20708807193864057,2
31,9,Wayne Brady,Safe,36.5,3.5,3.312880190425813,1,0.20338534779158954,3
31,9,Charli D'Amelio,Safe,40.0,1.5,3.477386934673367,1,0.18619412853742395,5
31,9,Shangela,Safe,36.5,3.5,3.279291192806136,1,0.20417878868024333,1
31,9,Gabby Windey,Safe,40.0,1.5,3.4583443533456757,1,0.18434276646389844,4
31,10,Wayne Brady,3,38.0,3.5,1.9927884615384617,2,0.49759615384615385,2
31,10,Charli D'Amelio,1,40.0,1.5,1.2548076923076923,1,0.7451923076923077,1
31,10,Shangela,4,38.0,3.5,3.7524038461538463,4,0.7524038461538461,4
31,10,Gabby Windey,2,40.0,1.5,3.0,3,0.5048076923076923,3
32,1,Jamie Lynn Spears,Safe,15.0,9.5,7.0499774876181895,2,0.0855470508779829,5
32,1,Mira Sorvino,Safe,17.0,7.0,7.549302116163891,12,0.07789284106258443,13
32,1,Barry Williams,Safe,16.0,8.0,7.351193156235929,8,0.08194506978838362,7
32,1,Alyson Hannigan,Safe,13.0,11.0,6.892841062584422,2,0.08419630796938316,3
32,1,Xochitl Gomez,Safe,18.0,5.5,7.362899594777128,4,0.08464655560558307,8
32,1,Adrian Peterson,Safe,18.0,5.5,7.265646105357947,3,0.08329581269698334,6
32,1,Matt Walsh,Eliminated,12.0,13.0,11.224673570463754,13,0.17019360648356596,14
32,1,Tyson Beckford,Safe,12.0,13.0,6.8568212516884275,2,0.0855470508779829,2
32,1,Jason Mraz,Safe,21.0,2.5,7.436289959477713,7,0.08014407924358397,11
32,1,Lele Pons,Safe,19.0,4.0,7.374155785682125,4,0.07969383160738407,9
32,1,Harry Jowsey,Safe,12.0,13.0,6.765420981539847,1,0.09230076542098153,1
32,1,Mauricio Umansky,Safe,15.0,9.5,7.025213867627196,3,0.08779828905898245,4
32,1,Charity Lawson,Safe,22.0,1.0,7.451148131472309,5,0.08059432687978388,12
32,1,Ariana Madix,Safe,21.0,2.5,7.394416929311122,5,0.07834308869878433,10
32,2,Jamie Lynn Spears,Eliminated,16.0,9.0,11.648506151142355,13,0.327768014059754,13
32,2,Mira Sorvino,Safe,18.0,7.5,6.682776801405977,7,0.0913884007029877,6
32,2,Barry Williams,Safe,15.0,11.0,6.007908611599298,7,0.10720562390158173,2
32,2,Alyson Hannigan,Safe,19.0,6.0,6.914762741652021,1,0.0852372583479789,8
32,2,Xochitl Gomez,Safe,24.0,1.5,7.01493848857645,10,0.08963093145869948,9
32,2,Adrian Peterson,Safe,15.0,11.0,6.04042179261863,5,0.11687170474516696,3
32,2,Tyson Beckford,Safe,18.0,7.5,6.541300527240774,6,0.11247803163444639,5
32,2,Jason Mraz,Safe,24.0,1.5,6.7609841827768005,2,0.09490333919156414,7
32,2,Lele Pons,Safe,21.0,3.5,7.03427065026362,12,0.09226713532513181,10
32,2,Harry Jowsey,Safe,15.0,11.0,6.202108963093146,4,0.10281195079086115,4
32,2,Mauricio Umansky,Safe,12.0,13.0,5.881370826010545,6,0.10808435852372583,1
32,2,Charity Lawson,Safe,21.0,3.5,7.09841827768014,7,0.10017574692442882,11
32,2,Ariana Madix,Safe,20.0,5.0,7.172231985940247,8,0.0913884007029877,12
32,3,Mira Sorvino,Safe,26.0,6.0,6.267049533381193,2,0.09619526202440776,6
32,3,Barry Williams,Safe,25.0,7.0,6.237257717157214,4,0.09475951184493898,5
32,3,Alyson Hannigan,Safe,24.0,8.5,5.999641062455132,3,0.10122038765254845,2
32,3,Xochitl Gomez,Safe,32.0,3.5,6.5376884422110555,10,0.09440057430007179,11
32,3,Adrian Peterson,Safe,22.0,11.0,5.968054558506819,1,0.10301507537688442,1
32,3,Tyson Beckford,Eliminated,20.0,12.0,8.964106245513282,9,0.1511127063890883,12
32,3,Jason Mraz,Safe,34.0,1.5,6.45908111988514,2,0.09260588657573582,9
32,3,Lele Pons,Safe,27.0,5.0,6.452979181622398,3,0.09117013639626705,8
32,3,Harry Jowsey,Safe,24.0,8.5,6.2099784637473086,2,0.09440057430007179,4
32,3,Mauricio Umansky,Safe,23.0,10.0,6.067839195979899,5,0.09798994974874371,3
32,3,Charity Lawson,Safe,32.0,3.5,6.4659009332376165,3,0.09583632447954056,10
32,3,Ariana Madix,Safe,34.0,1.5,6.370423546302944,4,0.09511844938980617,7
32,4,Mira Sorvino,Safe,21.0,7.0,5.455348380765456,7,0.12365063788027478,4
32,4,Barry Williams,Safe,18.0,10.5,4.939156035328753,4,0.1491658488714426,2
32,4,Alyson Hannigan,Safe,18.0,10.5,4.979391560353287,4,0.13542688910696762,3
32,4,Xochitl Gomez,Safe,27.0,1.0,6.238469087340531,6,0.11383709519136408,10
32,4,Adrian Peterson,Eliminated,21.0,7.0,10.0,11,0.39646712463199213,11
32,4,Jason Mraz,Safe,24.0,3.5,6.056918547595682,7,0.11481844946025516,9
32,4,Lele Pons,Safe,22.0,5.0,5.943081452404318,8,0.1197252208047105,7
32,4,Harry Jowsey,Safe,21.0,7.0,5.510304219823355,6,0.1256133464180569,5
32,4,Mauricio Umansky,Safe,19.0,9.0,4.921491658488715,5,0.12659470068694798,1
32,4,Charity Lawson,Safe,24.0,3.5,5.909715407262022,7,0.1069676153091266,6
32,4,Ariana Madix,Safe,25.0,2.0,6.04612365063788,8,0.09911678115799803,8
32,5,Mira Sorvino,Eliminated,22.0,8.0,8.318158567774937,9,0.2572890025575448,10
32,5,Barry Williams,Safe,24.0,5.5,5.165728900255755,4,0.11867007672634271,6
32,5,Alyson Hannigan,Safe,21.0,9.0,4.937595907928388,5,0.12634271099744246,1
32,5,Xochitl Gomez,Safe,28.0,1.5,5.460869565217392,5,0.11457800511508952,8
32,5,Jason Mraz,Safe,27.0,3.0,5.337084398976982,1,0.10843989769820972,7
32,5,Lele Pons,Safe,24.0,5.5,5.138107416879795,1,0.12173913043478261,4
32,5,Harry Jowsey,Safe,18.0,10.0,4.942199488491049,2,0.1329923273657289,2
32,5,Mauricio Umansky,Safe,24.0,5.5,5.152429667519182,2,0.11560102301790282,5
32,5,Charity Lawson,Safe,28.0,1.5,5.4613810741687985,9,0.11202046035805627,9
32,5,Ariana Madix,Safe,24.0,5.5,5.086445012787724,3,0.11867007672634271,3
32,6,Barry Williams,Safe,32.0,7.0,4.42226368159204,4,0.1480099502487562,3
32,6,Alyson Hannigan,Safe,31.0,8.0,4.145522388059702,1,0.16106965174129353,1
32,6,Xochitl Gomez,Safe,42.0,1.0,4.816542288557214,5,0.13743781094527363,6
32,6,Jason Mraz,Safe,39.0,3.0,4.925995024875622,6,0.13246268656716417,7
32,6,Lele Pons,Safe,37.0,5.0,4.6106965174129355,2,0.1281094527363184,4
32,6,Harry Jowsey,Safe,29.0,9.0,4.402985074626866,2,0.16169154228855723,2
32,6,Mauricio Umansky,Eliminated,33.0,6.0,7.896144278606965,9,0.3787313432835821,9
32,6,Charity Lawson,Safe,38.0,4.0,4.803482587064676,6,0.13432835820895522,5
32,6,Ariana Madix,Safe,41.0,2.0,4.976368159203981,3,0.12935323383084577,8
32,7,Barry Williams,Safe,32.5,7.0,3.3502673796791447,2,0.21657754010695188,1
32,7,Alyson Hannigan,Safe,35.0,6.0,3.7192513368983953,4,0.21657754010695188,3
32,7,Xochitl Gomez,Safe,37.0,1.5,4.866310160427807,6,0.18716577540106952,6
32,7,Jason Mraz,Safe,36.0,4.5,3.959893048128342,5,0.232620320855615,4
32,7,Lele Pons,Eliminated,36.5,3.0,7.74331550802139,8,0.7620320855614974,8
32,7,Harry Jowsey,Safe,32.0,8.0,3.425133689839572,2,0.24064171122994651,2
32,7,Charity Lawson,Safe,36.0,4.5,3.9839572192513373,5,0.20320855614973263,5
32,7,Ariana Madix,Safe,37.0,1.5,4.951871657754011,6,0.21122994652406418,7
32,8,Barry Williams,Eliminated,35.0,5.0,5.721496953872933,7,0.30461270670147955,7
32,8,Alyson Hannigan,Safe,36.0,4.0,3.6405570060922536,3,0.17449956483899043,3
32,8,Xochitl Gomez,Safe,40.0,2.0,3.9216710182767627,2,0.15883376849434291,5
32,8,Jason Mraz,Safe,33.0,6.0,3.496518711923412,2,0.1814621409921671,2
32,8,Harry Jowsey,Safe,28.0,7.0,3.4582245430809397,1,0.21845082680591818,1
32,8,Charity Lawson,Safe,39.0,3.0,3.8372497824194953,1,0.15752828546562228,4
32,8,Ariana Madix,Safe,42.0,1.0,3.924281984334203,2,0.15491731940818101,6
32,9,Alyson Hannigan,Safe,32.0,5.0,3.364472049689441,1,0.20596273291925465,2
32,9,Xochitl Gomez,Safe,41.0,2.0,3.5388819875776396,5,0.18583850931677018,5
32,9,Jason Mraz,Safe,43.0,1.0,3.4705590062111797,1,0.19751552795031055,4
32,9,Harry Jowsey,Eliminated,30.0,6.0,3.982857142857143,5,0.204472049689441,6
32,9,Charity Lawson,Safe,38.0,3.0,3.3972670807453413,1,0.18211180124223603,3
32,9,Ariana Madix,Safe,37.0,4.0,3.2459627329192546,1,0.1977639751552795,1
32,11,Alyson Hannigan,5,26.5,5.0,4.577702702702703,5,0.5777027027027027,5
32,11,Xochitl Gomez,1,30.0,1.5,1.3006756756756757,1,0.6993243243243243,1
32,11,Jason Mraz,2,30.0,1.5,2.8006756756756754,3,0.597972972972973,3
32,11,Charity Lawson,4,29.5,3.5,4.320945945945946,4,0.47635135135135137,4
32,11,Ariana Madix,3,29.5,3.5,1.9999999999999998,2,0.39864864864864863,2
33,2,Tori Spelling,Eliminated,19.0,9.5,11.490275526742302,13,0.28444084278768234,13
33,2,Eric Roberts,Safe,15.0,12.5,5.867909238249595,3,0.1094003241491086,1
33,2,Reginald VelJohnson,Safe,15.0,12.5,5.935170178282011,2,0.11183144246353323,2
33,2,Chandler Kinney,Safe,24.0,1.0,6.9108589951377635,2,0.09319286871961102,7
33,2,Dwight Howard ,Safe,22.0,3.0,7.0875202593192865,1,0.08914100486223663,12
33,2,Danny Amendola,Safe,21.0,6.0,7.014586709886547,9,0.08914100486223663,10
33,2,Stephen Nedoroscik,Safe,22.0,3.0,6.913290113452188,4,0.08670988654781199,8
33,2,Ilona Maher,Safe,21.0,6.0,7.061588330632091,8,0.10615883306320907,11
33,2,Anna Delvey,Eliminated,17.0,11.0,6.156401944894651,1,0.09967585089141005,3
33,2,Brooks Nader,Safe,20.0,8.0,6.562398703403566,5,0.09805510534846029,5
33,2,Phaedra Parks,Safe,21.0,6.0,6.871150729335494,11,0.09157212317666126,6
33,2,Jenn Tran,Safe,19.0,9.5,6.1839546191247985,1,0.09724473257698542,4
33,2,Joey Graziadei,Safe,22.0,3.0,6.944894651539708,9,0.09562398703403566,9
33,3,Eric Roberts,Eliminated,23.0,10.0,8.716687166871669,10,0.2066420664206642,11
33,3,Reginald VelJohnson,Eliminated,21.0,11.0,5.518655186551866,3,0.11480114801148011,3
33,3,Chandler Kinney,Safe,34.5,2.0,5.942189421894219,4,0.1008610086100861,9
33,3,Dwight Howard ,Safe,26.0,9.0,5.506765067650677,1,0.11275112751127511,2
33,3,Danny Amendola,Safe,30.0,6.0,5.603116031160312,4,0.1090610906109061,5
33,3,Stephen Nedoroscik,Safe,31.0,3.5,5.905289052890529,5,0.10209102091020911,8
33,3,Ilona Maher,Safe,28.0,7.5,5.492414924149242,3,0.11193111931119311,1
33,3,Brooks Nader,Safe,30.5,5.0,5.896268962689628,3,0.1029110291102911,7
33,3,Phaedra Parks,Safe,28.0,7.5,5.56129561295613,1,0.10824108241082411,4
33,3,Jenn Tran,Safe,31.0,3.5,5.9766297662976635,6,0.1045510455104551,10
33,3,Joey Graziadei,Safe,35.0,1.0,5.8806888068880685,2,0.0996309963099631,6
33,4,Chandler Kinney,Safe,32.0,6.0,4.364605543710021,3,0.1457000710732054,3
33,4,Dwight Howard ,Safe,29.0,9.0,4.310589907604833,1,0.1670220326936745,2
33,4,Danny Amendola,Safe,36.0,1.5,5.0163468372423585,5,0.12224591329068941,7
33,4,Stephen Nedoroscik,Safe,33.0,3.0,5.120113717128643,9,0.12722103766879886,8
33,4,Ilona Maher,Safe,32.0,6.0,4.504619758351102,5,0.14214641080312723,4
33,4,Brooks Nader,Eliminated,32.0,6.0,7.9580668088130775,9,0.3759772565742715,9
33,4,Phaedra Parks,Safe,32.0,6.0,4.27363184079602,4,0.14712153518123666,1
33,4,Jenn Tran,Safe,32.0,6.0,4.510305614783227,4,0.13361762615493958,5
33,4,Joey Graziadei,Safe,36.0,1.5,4.941719971570717,5,0.12651030561478321,6
33,5,Chandler Kinney,Safe,27.0,1.0,4.486332574031891,3,0.13743356112376615,7
33,5,Dwight Howard ,Safe,24.0,7.0,3.9787395596051636,2,0.16476841305998483,1
33,5,Danny Amendola,Safe,25.5,4.5,4.174259681093394,1,0.1507213363705391,4
33,5,Stephen Nedoroscik,Safe,24.0,7.0,4.007972665148063,2,0.16059225512528474,2
33,5,Ilona Maher,Safe,26.0,2.5,4.427486712224754,1,0.13477600607441154,5
33,5,Phaedra Parks,Eliminated,24.0,7.0,6.343963553530752,7,0.2600607441154138,8
33,5,Jenn Tran,Safe,25.5,4.5,4.134396355353076,2,0.15261958997722094,3
33,5,Joey Graziadei,Safe,26.0,2.5,4.446848899012908,2,0.13553530751708429,6
33,6,Chandler Kinney,Safe,32.0,1.5,4.0924214417744915,5,0.19500924214417745,6
33,6,Dwight Howard ,Safe,31.0,3.5,3.5582255083179297,4,0.21164510166358594,4
33,6,Danny Amendola,Safe,28.0,5.5,3.3142329020332717,3,0.21256931608133087,2
33,6,Stephen Nedoroscik,Safe,28.0,5.5,3.215341959334566,1,0.2024029574861368,1
33,6,Ilona Maher,Safe,24.0,7.0,3.33086876155268,1,0.2356746765249538,3
33,6,Jenn Tran,Eliminated,31.0,3.5,6.401109057301294,7,0.5304990757855823,7
33,6,Joey Graziadei,Safe,32.0,1.5,4.087800369685767,5,0.18484288354898337,5
33,7,Chandler Kinney,Safe,30.0,1.0,3.499626958468043,1,0.1840338224322308,5
33,7,Dwight Howard ,Eliminated,24.0,6.0,4.029097239492663,6,0.2131310619248943,6
33,7,Danny Amendola,Safe,25.5,5.0,3.3352399900522256,1,0.20442675951255906,2
33,7,Stephen Nedoroscik,Safe,27.0,3.0,3.4011439940313357,1,0.190997264362099,3
33,7,Ilona Maher,Safe,26.0,4.0,3.2755533449390697,1,0.19945287241979606,1
33,7,Joey Graziadei,Safe,27.5,2.0,3.4593384730166625,1,0.17682168614772445,4
33,9,Chandler Kinney,3,30.0,1.0,4.543352601156069,5,0.5433526011560693,5
33,9,Danny Amendola,5,28.0,5.0,3.4393063583815024,3,0.7803468208092486,3
33,9,Stephen Nedoroscik,4,29.5,2.5,4.017341040462427,4,0.5433526011560693,4
33,9,Ilona Maher,2,28.5,4.0,1.260115606936416,1,0.7398843930635838,1
33,9,Joey Graziadei,1,29.5,2.5,1.7398843930635837,2,0.7398843930635838,2
34,2,Corey Feldman,Eliminated,15.0,14.0,10.702618210238374,13,0.1449785072293865,14
34,2,Danielle Fishel,Safe,19.0,10.0,7.128956623681127,3,0.08440797186400938,4
34,2,Elaine Hendrix,Safe,21.0,6.5,7.331379445095741,2,0.08597108245408362,7
34,2,Baron Davis,Eliminated,18.0,11.5,6.860492379835873,2,0.08987885892926925,2
34,2,Jordan Chiles,Safe,22.0,2.5,7.474013286440016,11,0.07854630715123095,11
34,2,Andy Richter,Safe,16.0,13.0,6.6959749902305585,1,0.09105119187182494,1
34,2,Robert Irwin,Safe,22.0,2.5,7.401719421649081,2,0.08089097303634232,9
34,2,Hilaria Baldwin,Safe,21.0,6.5,7.4028917545916375,10,0.07776475185619383,10
34,2,Lauren Jauregui,Safe,21.0,6.5,7.527159046502541,8,0.07854630715123095,12
34,2,Scott Hoying,Safe,18.0,11.5,6.999999999999999,3,0.08870652598671357,3
34,2,Alix Earle,Safe,21.0,6.5,7.299726455646736,6,0.08597108245408362,6
34,2,Jen Affleck,Safe,22.0,2.5,7.634622899570145,12,0.08128175068386088,13
34,2,Whitney Leavitt,Safe,22.0,2.5,7.400547088706526,14,0.08558030480656506,8
34,2,Dylan Efron,Safe,20.0,9.0,7.139898397811645,1,0.08401719421649081,5
34,3,Danielle Fishel,Safe,21.0,8.5,6.099719663596316,4,0.10172206647977573,3
34,3,Elaine Hendrix,Safe,21.0,8.5,6.100120144173006,4,0.10052062474969964,4
34,3,Jordan Chiles,Safe,24.0,1.5,6.481377653183821,6,0.09691629955947137,10
34,3,Andy Richter,Safe,18.0,11.5,5.9010812975570675,2,0.10412494993992791,1
34,3,Robert Irwin,Safe,22.0,6.0,6.197837404885862,5,0.09891870244293152,5
34,3,Hilaria Baldwin,Safe,22.0,6.0,6.329995995194233,4,0.09251101321585903,6
34,3,Lauren Jauregui,Eliminated,18.0,11.5,9.326391670004005,11,0.17701241489787745,12
34,3,Scott Hoying,Safe,22.0,6.0,6.365638766519824,5,0.092110532639167,8
34,3,Alix Earle,Safe,23.0,3.5,6.385662795354426,1,0.09651581898277933,9
34,3,Jen Affleck,Safe,19.0,10.0,5.908690428514217,1,0.10692831397677213,2
34,3,Whitney Leavitt,Safe,24.0,1.5,6.539046856227473,12,0.09090909090909091,11
34,3,Dylan Efron,Safe,23.0,3.5,6.364437324789748,1,0.09090909090909091,7
34,4,Danielle Fishel,Safe,21.0,9.5,4.823529411764706,3,0.14338235294117646,3
34,4,Elaine Hendrix,Safe,24.0,3.0,5.976102941176471,10,0.11580882352941177,7
34,4,Jordan Chiles,Safe,24.0,3.0,6.384191176470588,8,0.12867647058823528,10
34,4,Andy Richter,Safe,18.0,11.0,4.645220588235294,1,0.1636029411764706,2
34,4,Robert Irwin,Safe,22.0,8.0,5.3125,7,0.13970588235294118,4
34,4,Hilaria Baldwin,Eliminated,23.0,6.0,10.365808823529413,11,0.5588235294117647,11
34,4,Scott Hoying,Safe,21.0,9.5,4.623161764705882,6,0.13970588235294118,1
34,4,Alix Earle,Safe,24.0,3.0,6.137867647058823,7,0.125,8
34,4,Jen Affleck,Safe,23.0,6.0,5.88235294117647,6,0.125,6
34,4,Whitney Leavitt,Safe,25.0,1.0,6.371323529411765,8,0.11764705882352941,9
34,4,Dylan Efron,Safe,23.0,6.0,5.477941176470588,8,0.15073529411764705,5
34,6,Danielle Fishel,Safe,36.0,4.0,5.3674745895230656,3,0.11610633307271306,7
34,6,Elaine Hendrix,Safe,36.0,4.0,5.362392494136044,2,0.12001563721657545,6
34,6,Jordan Chiles,Safe,39.0,1.5,5.478498827208757,10,0.11336982017200939,8
34,6,Andy Richter,Safe,27.0,10.0,4.912822517591869,1,0.1383893666927287,1
34,6,Robert Irwin,Safe,36.0,4.0,5.517200938232995,3,0.10906958561376075,9
34,6,Scott Hoying,Eliminated,28.0,9.0,7.733776387802971,10,0.1923377638780297,10
34,6,Alix Earle,Safe,35.0,6.0,5.302971071149336,2,0.10906958561376075,4
34,6,Jen Affleck,Safe,32.0,7.5,5.02384675527756,2,0.11806098514464425,3
34,6,Whitney Leavitt,Safe,39.0,1.5,5.35027365129007,4,0.11688819390148554,5
34,6,Dylan Efron,Safe,32.0,7.5,4.950742767787333,3,0.12392494136043784,2
34,7,Danielle Fishel,Safe,35.0,6.0,4.5507590132827325,2,0.13804554079696393,3
34,7,Elaine Hendrix,Safe,32.0,8.0,4.451612903225807,2,0.1461100569259962,2
34,7,Jordan Chiles,Safe,38.0,4.5,4.6944971537001905,3,0.13282732447817835,5
34,7,Andy Richter,Safe,29.0,9.0,4.407020872865275,2,0.1555977229601518,1
34,7,Robert Irwin,Safe,41.0,3.0,4.898956356736242,1,0.12239089184060721,6
34,7,Alix Earle,Safe,43.0,1.0,4.936907020872866,5,0.12998102466793168,8
34,7,Jen Affleck,Eliminated,34.0,7.0,7.451612903225807,8,0.2647058823529412,9
34,7,Whitney Leavitt,Safe,42.0,2.0,4.9283681214421255,1,0.12191650853889943,7
34,7,Dylan Efron,Safe,38.0,4.5,4.680265654648957,1,0.1342504743833017,4
34,8,Danielle Fishel,Eliminated,37.0,7.0,6.165246387550945,7,0.2282326787699148,8
34,8,Elaine Hendrix,Safe,37.5,6.0,3.9981474620229713,2,0.16858095590959615,1
34,8,Jordan Chiles,Safe,39.0,2.0,4.424601704334939,3,0.13597628751389404,5
34,8,Andy Richter,Safe,34.0,8.0,4.090774360874398,2,0.15783623564283067,2
34,8,Robert Irwin,Safe,38.0,4.5,4.156354205261208,2,0.14931456094849943,3
34,8,Alix Earle,Safe,38.5,3.0,4.4616524638755095,1,0.1341237495368655,6
34,8,Whitney Leavitt,Safe,39.5,1.0,4.466469062615784,1,0.13597628751389404,7
34,8,Dylan Efron,Safe,38.0,4.5,4.236754353464246,2,0.14449796220822528,4
34,9,Elaine Hendrix,Safe,36.0,6.0,3.751516750197837,1,0.18253758902664205,2
34,9,Jordan Chiles,Safe,39.0,5.0,3.675811131627539,1,0.1833289369559483,1
34,9,Andy Richter,Eliminated,29.0,7.0,4.762068055921921,7,0.19282511210762332,7
34,9,Robert Irwin,Safe,42.0,2.0,4.03033500395674,6,0.15246636771300448,6
34,9,Alix Earle,Safe,40.0,4.0,3.7868636243735163,1,0.16275389079398575,3
34,9,Whitney Leavitt,Safe,42.0,2.0,3.996834608282775,1,0.1537852809285149,5
34,9,Dylan Efron,Safe,42.0,2.0,3.996570825639673,1,0.1553679767871274,4
34,10,Elaine Hendrix,Safe,28.5,4.5,2.6797116374871264,3,0.262615859938208,1
34,10,Jordan Chiles,Safe,28.5,4.5,2.8414006179196707,2,0.23789907312049433,2
34,10,Robert Irwin,Safe,29.5,1.0,3.50875386199794,4,0.26055612770339853,5
34,10,Alix Earle,Safe,29.0,2.5,3.252317198764161,4,0.2687950566426365,4
34,10,Whitney Leavitt,Eliminated,29.0,2.5,5.696189495365601,6,0.7116374871266735,6
34,10,Dylan Efron,Safe,27.5,6.0,3.0216271884654993,1,0.29145211122554066,3
34,11,Elaine Hendrix,5,28.9998,5.0,4.023668639053255,5,0.5207100591715976,5
34,11,Jordan Chiles,3,29.666600000000003,2.5,2.769230769230769,2,0.47928994082840237,2
34,11,Robert Irwin,1,29.666600000000003,2.5,1.0,1,1.0,1
34,11,Alix Earle,2,30.0,1.0,3.769230769230769,3,0.47928994082840237,4
34,11,Dylan Efron,4,29.3332,4.0,3.437869822485207,2,0.27218934911242604,3
