Season,Week,Contestant,ballroom_partner,celebrity_industry,celebrity_age_during_season,Status,Judge_Total,Judge_Rank,Expected_Fan_Rank,Distinct_Fan_Rank,Model_Certainty,Prob_Rank_1
29,11,Nelly,Daniella Karagach,Singer/Rapper,45,3,28.5,4.0,1.5074626865671643,2,0.5074626865671642,0.4925373134328358
29,11,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,35,1,30.0,2.0,1.4925373134328357,1,0.5074626865671642,0.5074626865671642
30,2,Martin Kove,Britt Stewart,Actor/Actress,75,Eliminated,15.0,15.0,11.593307086614173,15,0.14133858267716534,0.0
30,2,Brian Austin Green,Sharna Burgess,Actor/Actress,48,Safe,23.0,13.0,7.263385826771654,1,0.08503937007874016,0.07874015748031496
30,2,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,27.0,6.0,7.80472440944882,9,0.07519685039370079,0.07519685039370079
30,2,Matt James,Lindsay Arnold,Athlete,29,Safe,22.0,14.0,7.498425196850394,2,0.08188976377952756,0.07519685039370079
30,2,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,40,Safe,26.0,8.0,7.746850393700788,7,0.07834645669291339,0.07598425196850393
30,2,Suni Lee,Sasha Farber,Athlete,18,Safe,28.0,4.0,7.865748031496063,12,0.07716535433070866,0.06692913385826772
30,2,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,25.0,9.0,7.700787401574804,6,0.07992125984251969,0.07992125984251969
30,2,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,24.0,11.0,7.56023622047244,3,0.07952755905511812,0.07834645669291339
30,2,Melanie C,Gleb Savchenko,Singer/Rapper,47,Safe,30.0,3.0,8.17047244094488,14,0.07598425196850393,0.05866141732283465
30,2,Jimmie Allen,Emma Slater,Singer/Rapper,36,Safe,27.0,6.0,8.053543307086615,13,0.07480314960629922,0.05748031496062992
30,2,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Safe,27.0,6.0,7.791338582677164,8,0.07952755905511812,0.06299212598425197
30,2,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,31.0,2.0,7.863779527559055,11,0.07440944881889763,0.07165354330708662
30,2,Christine Chiu,Pasha Pashkov,TV Personality,38,Safe,24.0,11.0,7.643700787401574,5,0.07913385826771653,0.07047244094488189
30,2,Kenya Moore,Brandon Armstrong,TV Personality,50,Safe,24.0,11.0,7.595275590551181,4,0.07716535433070866,0.07322834645669292
30,2,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,32.0,1.0,7.8484251968503935,10,0.07559055118110236,0.07519685039370079
30,3,Brian Austin Green,Sharna Burgess,Actor/Actress,48,Safe,19.0,12.5,5.864332603938731,1,0.12910284463894967,0.08971553610503283
30,3,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,23.0,4.0,7.649890590809627,11,0.1137855579868709,0.07439824945295405
30,3,Matt James,Lindsay Arnold,Athlete,29,Safe,20.0,10.5,6.483588621444203,5,0.10722100656455143,0.0787746170678337
30,3,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,40,Safe,22.0,5.5,7.483588621444202,8,0.10284463894967177,0.07439824945295405
30,3,Suni Lee,Sasha Farber,Athlete,18,Safe,21.0,8.0,7.2319474835886215,6,0.0962800875273523,0.08315098468271334
30,3,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,19.0,12.5,5.914660831509847,2,0.11597374179431072,0.09409190371991247
30,3,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,18.0,14.0,6.1597374179431075,3,0.11597374179431072,0.0962800875273523
30,3,Melanie C,Gleb Savchenko,Singer/Rapper,47,Safe,22.0,5.5,8.216630196936542,13,0.1137855579868709,0.04814004376367615
30,3,Jimmie Allen,Emma Slater,Singer/Rapper,36,Safe,20.0,10.5,6.2472647702407,4,0.11159737417943107,0.08096280087527352
30,3,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Safe,24.0,2.0,7.547045951859957,9,0.09190371991247265,0.06345733041575492
30,3,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,24.0,2.0,7.927789934354485,12,0.1050328227571116,0.06783369803063458
30,3,Christine Chiu,Pasha Pashkov,TV Personality,38,Eliminated,21.0,8.0,13.295404814004375,14,0.5032822757111597,0.0
30,3,Kenya Moore,Brandon Armstrong,TV Personality,50,Safe,21.0,8.0,7.334792122538293,7,0.11159737417943107,0.07221006564551423
30,3,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,24.0,2.0,7.6433260393873095,10,0.10284463894967177,0.07658643326039387
30,4,Brian Austin Green,Sharna Burgess,Actor/Actress,48,Eliminated,26.0,13.0,9.798794272795782,13,0.1473247927656368,0.0
30,4,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,36.5,1.0,6.978146194423512,11,0.08666164280331574,0.07686510926902788
30,4,Matt James,Lindsay Arnold,Athlete,29,Eliminated,28.5,12.0,6.391107761868877,1,0.10587792012057272,0.10587792012057272
30,4,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,40,Safe,32.5,7.5,6.858327053504144,8,0.08703843255463452,0.07950263752825923
30,4,Suni Lee,Sasha Farber,Athlete,18,Safe,34.0,4.5,6.915222305953278,10,0.0892991710625471,0.0828937452901281
30,4,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,31.5,9.0,6.723813112283346,4,0.08779201205727204,0.08364732479276564
30,4,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,29.0,11.0,6.395629238884703,2,0.09570459683496609,0.08703843255463452
30,4,Melanie C,Gleb Savchenko,Singer/Rapper,47,Safe,33.0,6.0,6.819140919366994,6,0.09155990957045969,0.07837226827430294
30,4,Jimmie Allen,Emma Slater,Singer/Rapper,36,Safe,32.5,7.5,6.82592313489073,7,0.09005275056518462,0.08703843255463452
30,4,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Safe,35.0,2.5,7.028636021100225,12,0.08515448379804069,0.07799547852298418
30,4,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,35.0,2.5,6.8816880180859075,9,0.08703843255463452,0.08063300678221552
30,4,Kenya Moore,Brandon Armstrong,TV Personality,50,Safe,29.5,10.0,6.572343632253203,3,0.09155990957045969,0.07761868877166542
30,4,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,34.0,4.5,6.8112283345893,5,0.09269027882441598,0.08251695553880935
30,5,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,36.0,5.0,5.807817589576548,5,0.14006514657980457,0.08143322475570032
30,5,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,40,Safe,32.0,9.5,4.723127035830619,3,0.1498371335504886,0.1498371335504886
30,5,Suni Lee,Sasha Farber,Athlete,18,Safe,36.0,5.0,5.9087947882736165,6,0.14332247557003258,0.0749185667752443
30,5,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,28.0,11.0,4.302931596091206,1,0.18566775244299674,0.15960912052117263
30,5,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,32.0,9.5,4.635179153094462,2,0.15309446254071662,0.1498371335504886
30,5,Melanie C,Gleb Savchenko,Singer/Rapper,47,Eliminated,36.0,5.0,10.654723127035831,11,0.6970684039087948,0.0
30,5,Jimmie Allen,Emma Slater,Singer/Rapper,36,Safe,34.0,8.0,4.964169381107491,4,0.14006514657980457,0.11074918566775244
30,5,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Safe,36.0,5.0,5.996742671009772,8,0.16286644951140064,0.05537459283387622
30,5,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,40.0,1.0,6.7752442996742674,10,0.1498371335504886,0.0749185667752443
30,5,Kenya Moore,Brandon Armstrong,TV Personality,50,Safe,36.0,5.0,5.947882736156353,7,0.1465798045602606,0.06188925081433225
30,5,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,39.0,2.0,6.283387622149837,9,0.1465798045602606,0.08143322475570032
30,6,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,34.0,8.5,5.085942704863425,2,0.12158560959360426,0.11858760826115923
30,6,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,40,Safe,34.0,8.5,5.001332445036642,1,0.12591605596269154,0.12591605596269154
30,6,Suni Lee,Sasha Farber,Athlete,18,Safe,36.0,6.0,5.284477015323118,4,0.11192538307794804,0.11192538307794804
30,6,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,40.0,1.5,5.3930712858094605,7,0.11359093937375084,0.10493004663557629
30,6,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,36.0,6.0,5.240506329113924,3,0.11858760826115923,0.11359093937375084
30,6,Jimmie Allen,Emma Slater,Singer/Rapper,36,Safe,38.0,3.5,5.367421718854097,6,0.108927381745503,0.108927381745503
30,6,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Safe,36.0,6.0,5.414723517654896,8,0.10692871419053963,0.09693537641572285
30,6,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,40.0,1.5,5.4323784143904055,9,0.10992671552298468,0.10792804796802132
30,6,Kenya Moore,Brandon Armstrong,TV Personality,50,Eliminated,32.0,10.0,7.425716189207195,10,0.1748834110592938,0.0
30,6,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,38.0,3.5,5.3544303797468356,5,0.11125916055962691,0.11125916055962691
30,7,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,38.0,3.5,4.913729128014841,5,0.12275819418676562,0.11471861471861472
30,7,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,40,Eliminated,32.0,9.0,6.45578231292517,9,0.17130488559059986,0.00030921459492888067
30,7,Suni Lee,Sasha Farber,Athlete,18,Safe,34.0,7.0,4.592145949288807,1,0.14038342609771182,0.13512677798392084
30,7,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,34.0,7.0,4.695423623995052,3,0.13883735312306741,0.13883735312306741
30,7,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,36.0,5.0,4.804267161410018,4,0.12430426716141002,0.12337662337662338
30,7,Jimmie Allen,Emma Slater,Singer/Rapper,36,Safe,38.0,3.5,4.9523809523809526,7,0.12213976499690786,0.12213976499690786
30,7,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Safe,42.0,1.0,5.051020408163265,8,0.12306740878169449,0.10760667903525047
30,7,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,39.0,2.0,4.927643784786642,6,0.1280148423005566,0.11595547309833024
30,7,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,34.0,7.0,4.607606679035251,2,0.14192949907235622,0.14192949907235622
30,8,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Safe,42.0,2.0,4.4417682062907335,5,0.13714933408897706,0.13714933408897706
30,8,Suni Lee,Sasha Farber,Athlete,18,Safe,42.0,2.0,4.531878719183904,7,0.1362992349107396,0.12864834230660244
30,8,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,35.0,7.0,4.187588551997733,2,0.15500141683196372,0.15500141683196372
30,8,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,38.0,5.0,4.1977897421365835,3,0.15131765372626807,0.15131765372626807
30,8,Jimmie Allen,Emma Slater,Singer/Rapper,36,Eliminated,32.0,8.0,5.594219325587985,8,0.18333805610654577,0.0031170303202040237
30,8,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,21,Eliminated,36.0,6.0,4.162935675828846,1,0.15273448568999717,0.15273448568999717
30,8,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,41.0,4.0,4.43525077925758,4,0.14423349390762255,0.12921507509209407
30,8,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,42.0,2.0,4.448568999716634,6,0.14281666194389345,0.14281666194389345
30,9,Melora Hardin,Artem Chigvintsev,Actor/Actress,54,Eliminated,36.0,5.0,4.619125862635557,6,0.2875451856720342,0.0
30,9,Suni Lee,Sasha Farber,Athlete,18,Eliminated,37.5,3.5,3.182057180414065,3,0.2011173184357542,0.2011173184357542
30,9,Iman Shumpert,Daniella Karagach,Athlete,31,Safe,37.5,3.5,3.1462372658560627,2,0.2040749260598094,0.2040749260598094
30,9,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,Safe,35.5,6.0,3.1357213276372002,1,0.2346368715083799,0.2346368715083799
30,9,JoJo Siwa,Jenna Johnson,Social Media Personality,18,Safe,40.0,1.0,3.4558001971738417,4,0.18337167269142293,0.18337167269142293
30,9,Amanda Kloots,Alan Bersten,TV Personality,39,Safe,39.5,2.0,3.461058166283273,5,0.18238580348340452,0.17679921130463358
30,10,Iman Shumpert,Daniella Karagach,Athlete,31,1,40.0,1.5,1.2493975903614458,1,0.7506024096385542,0.7506024096385542
30,10,Cody Rigsby,Cheryl Burke,Fitness Instructor,34,3,38.0,4.0,1.9951807228915661,2,0.5060240963855421,0.2493975903614458
30,10,JoJo Siwa,Jenna Johnson,Social Media Personality,18,2,40.0,1.5,3.001204819277109,3,0.5096385542168674,0.0
30,10,Amanda Kloots,Alan Bersten,TV Personality,39,4,39.0,3.0,3.7542168674698795,4,0.7542168674698795,0.0
31,1,Jason Lewis,Peta Murgatroyd,Actor/Actress,51,Eliminated,18.0,15.0,12.936241610738255,16,0.1548418024928092,0.0
31,1,Cheryl Ladd,Louis van Amstel,Actor/Actress,71,Safe,21.0,10.5,8.129434324065198,6,0.07813998082454458,0.07334611697027804
31,1,Selma Blair,Sasha Farber,Actor/Actress,50,Safe,28.0,4.0,8.33940556088207,9,0.07190795781399809,0.05800575263662512
31,1,Joseph Baena,Daniella Karagach,Actor/Actress,24,Safe,23.0,9.0,8.445829338446789,11,0.0728667305848514,0.055129434324065196
31,1,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,21.0,10.5,7.957334611697028,5,0.07334611697027804,0.07334611697027804
31,1,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,27.0,6.0,8.327420901246404,8,0.07670182166826463,0.06375838926174497
31,1,Wayne Brady,Witney Carson,Comedian,50,Safe,29.0,2.0,8.496644295302014,13,0.0728667305848514,0.06615532118887824
31,1,Sam Champion,Cheryl Burke,News Anchor,61,Safe,20.0,13.0,7.849952061361458,3,0.07622243528283797,0.06567593480345159
31,1,Jessie James Decker,Alan Bersten,Singer/Rapper,34,Safe,20.0,13.0,7.703259827420901,1,0.087248322147651,0.087248322147651
31,1,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Safe,26.0,7.0,8.360019175455417,10,0.07334611697027804,0.06423777564717162
31,1,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,24.0,8.0,8.518216682646214,14,0.07334611697027804,0.059443911792905084
31,1,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,32.0,1.0,8.486097794822626,12,0.07670182166826463,0.050335570469798654
31,1,Teresa Giudice,Pasha Pashkov,TV Personality,50,Safe,20.0,13.0,7.922818791946309,4,0.07334611697027804,0.07094918504314478
31,1,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,17.0,16.0,7.830776605944392,2,0.07718120805369127,0.0685522531160115
31,1,Shangela,Gleb Savchenko,TV Personality,40,Safe,28.0,4.0,8.164429530201343,7,0.07861936720997123,0.07861936720997123
31,1,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,28.0,4.0,8.532118887823586,15,0.06759348034515819,0.06519654841802493
31,2,Cheryl Ladd,Louis van Amstel,Actor/Actress,71,Safe,21.0,15.0,7.382095062298108,2,0.08398707891093678,0.08306414397784956
31,2,Selma Blair,Sasha Farber,Actor/Actress,50,Safe,28.0,7.0,7.862482694970005,10,0.07844946931241348,0.06598984771573604
31,2,Joseph Baena,Daniella Karagach,Actor/Actress,24,Safe,24.0,13.0,7.0830641439778494,1,0.08721735117674204,0.08214120904476234
31,2,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,30.0,4.0,7.8380249192431934,7,0.07521919704660822,0.06183664051684356
31,2,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,29.0,5.0,7.917858790955237,12,0.08121827411167512,0.06598984771573604
31,2,Wayne Brady,Witney Carson,Comedian,50,Safe,32.0,2.0,7.964005537609599,14,0.07383479464697738,0.07383479464697738
31,2,Sam Champion,Cheryl Burke,News Anchor,61,Safe,26.0,11.0,7.5269958467928015,3,0.0853714813105676,0.07014305491462852
31,2,Jessie James Decker,Alan Bersten,Singer/Rapper,34,Safe,25.0,12.0,7.568527918781726,4,0.08906322104291647,0.07198892478080296
31,2,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Safe,27.0,9.5,7.613751730503,5,0.08167974157821874,0.07291185971389016
31,2,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,28.0,7.0,7.924780802953393,13,0.07521919704660822,0.06183664051684356
31,2,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,32.0,2.0,7.908629441624366,11,0.07337332718043378,0.0692201199815413
31,2,Teresa Giudice,Pasha Pashkov,TV Personality,50,Eliminated,23.0,14.0,12.043377941855098,15,0.16612828795569912,0.0
31,2,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,27.0,9.5,7.668666359021689,6,0.07798800184586986,0.07798800184586986
31,2,Shangela,Gleb Savchenko,TV Personality,40,Safe,28.0,7.0,7.853714813105676,9,0.0793724042455007,0.07198892478080296
31,2,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,32.0,2.0,7.844023996308259,8,0.0747577295800646,0.07106598984771574
31,3,Cheryl Ladd,Louis van Amstel,Actor/Actress,71,Eliminated,24.0,13.0,11.172057502246183,14,0.15992812219227315,0.0
31,3,Selma Blair,Sasha Farber,Actor/Actress,50,Safe,28.0,9.0,7.240790655884996,7,0.08265947888589398,0.07996406109613657
31,3,Joseph Baena,Daniella Karagach,Actor/Actress,24,Safe,29.0,7.5,7.153189577717878,4,0.08355795148247978,0.08355795148247978
31,3,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,27.0,10.0,7.157232704402516,5,0.08490566037735849,0.06334231805929919
31,3,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,31.0,5.0,7.401617250673854,10,0.08041329739442947,0.06963162623539983
31,3,Wayne Brady,Witney Carson,Comedian,50,Safe,33.0,2.0,7.493710691823899,12,0.08445642407906559,0.07816711590296496
31,3,Sam Champion,Cheryl Burke,News Anchor,61,Safe,25.0,12.0,6.685534591194968,1,0.09613656783468104,0.0889487870619946
31,3,Jessie James Decker,Alan Bersten,Singer/Rapper,34,Safe,26.0,11.0,6.879604672057503,3,0.09838274932614555,0.07592093441150045
31,3,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Safe,29.0,7.5,7.428122192273136,11,0.08221024258760108,0.07771787960467205
31,3,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,32.0,4.0,7.226864330637914,6,0.08355795148247978,0.07502246181491465
31,3,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,33.0,2.0,7.610512129380053,13,0.09209344115004492,0.07502246181491465
31,3,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,23.0,14.0,6.792452830188679,2,0.08984725965858041,0.0867026055705301
31,3,Shangela,Gleb Savchenko,TV Personality,40,Safe,30.0,6.0,7.367924528301886,8,0.08041329739442947,0.07547169811320754
31,3,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,33.0,2.0,7.390386343216531,9,0.08400718778077268,0.07053009883198562
31,4,Selma Blair,Sasha Farber,Actor/Actress,50,Safe,32.0,6.5,6.925477955520874,9,0.08817791650409676,0.06827936012485368
31,4,Joseph Baena,Daniella Karagach,Actor/Actress,24,Safe,28.0,11.5,6.36480686695279,1,0.10027311744049941,0.10027311744049941
31,4,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,28.0,11.5,6.47678501755755,3,0.09207959422551697,0.09207959422551697
31,4,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,29.0,9.5,6.462738977760437,2,0.09559110417479516,0.09559110417479516
31,4,Wayne Brady,Witney Carson,Comedian,50,Safe,36.0,2.0,6.864221615294577,7,0.08856808427623879,0.0795942255169723
31,4,Sam Champion,Cheryl Burke,News Anchor,61,Eliminated,25.0,13.0,9.99609832227858,13,0.1537261022239563,0.0
31,4,Jessie James Decker,Alan Bersten,Singer/Rapper,34,Safe,31.0,8.0,6.7549746390948116,5,0.08739758095981272,0.08739758095981272
31,4,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Safe,34.0,4.5,6.904018728053063,8,0.08778774873195475,0.07803355442840422
31,4,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,34.0,4.5,6.954740538431526,11,0.08583690987124463,0.07647288333983612
31,4,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,36.0,2.0,6.986734295747171,12,0.08583690987124463,0.07764338665626219
31,4,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,29.0,9.5,6.567303940694499,4,0.0963714397190792,0.07569254779555208
31,4,Shangela,Gleb Savchenko,TV Personality,40,Safe,32.0,6.5,6.80881779165041,6,0.0850565743269606,0.08466640655481857
31,4,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,36.0,2.0,6.933281310963714,10,0.08973858759266484,0.08427623878267655
31,5,Selma Blair,Sasha Farber,Actor/Actress,50,Safe,40.0,4.0,6.586514625681705,11,0.09419930589985126,0.08230044620723848
31,5,Joseph Baena,Daniella Karagach,Actor/Actress,24,Eliminated,35.0,10.0,9.905800694100149,12,0.22459097669806644,0.0
31,5,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,36.0,7.5,6.243430837878036,5,0.0932077342588002,0.0857709469509172
31,5,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,33.5,11.0,5.762022806147745,2,0.10411502231036192,0.10064452156668319
31,5,Wayne Brady,Witney Carson,Comedian,50,Safe,41.0,2.5,6.446703024293505,9,0.09419930589985126,0.0872583044124938
31,5,Jessie James Decker,Alan Bersten,Singer/Rapper,34,Safe,36.0,7.5,6.065939514129896,4,0.09816559246405553,0.09568666336142786
31,5,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Safe,35.5,9.0,5.80466038671294,3,0.11006445215666832,0.09717402082300446
31,5,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,39.0,5.0,6.395637084779375,8,0.09072880515617253,0.08378780366881507
31,5,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,42.0,1.0,6.506693108577094,10,0.0917203767972236,0.0768468021814576
31,5,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,31.0,12.0,5.641051065939514,1,0.11750123946455131,0.11452652454139811
31,5,Shangela,Gleb Savchenko,TV Personality,40,Safe,38.5,6.0,6.248884481903817,6,0.09766980664352999,0.09122459097669806
31,5,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,41.0,2.5,6.392662369856222,7,0.0961824491819534,0.08477937530986614
31,6,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,34.0,6.5,5.108723135271807,3,0.11841550779603877,0.10956595027391487
31,6,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,34.0,6.5,5.067003792667509,2,0.1213653603034134,0.1213653603034134
31,6,Wayne Brady,Witney Carson,Comedian,50,Safe,34.0,6.5,5.1576064053940165,5,0.12094395280235988,0.12094395280235988
31,6,Jessie James Decker,Alan Bersten,Singer/Rapper,34,Eliminated,32.0,9.0,8.011378002528446,10,0.225031605562579,0.0
31,6,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Safe,34.0,6.5,5.109144542772861,4,0.12515802781289506,0.12515802781289506
31,6,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,36.0,3.5,5.418879056047198,9,0.11546565528866413,0.09355246523388117
31,6,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,40.0,1.0,5.389380530973451,7,0.10998735777496839,0.10408765276021913
31,6,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,28.0,10.0,4.944374209860936,1,0.13105773282764432,0.11588706278971765
31,6,Shangela,Gleb Savchenko,TV Personality,40,Safe,36.0,3.5,5.406658238516647,8,0.11209439528023599,0.10282343025705858
31,6,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,37.0,2.0,5.38685208596713,6,0.10745891276864729,0.10661609776654024
31,7,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,39.0,1.5,4.924896733007886,6,0.1194141945174615,0.11340593315809237
31,7,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,36.5,4.5,4.811866316184754,5,0.12354487420202778,0.12354487420202778
31,7,Wayne Brady,Witney Carson,Comedian,50,Safe,38.0,3.0,4.9834772812617345,8,0.1209162598573038,0.11565903116785581
31,7,Jordin Sparks,Brandon Armstrong,Singer/Rapper,32,Eliminated,34.5,8.0,7.025910627112279,9,0.22305670296657903,0.0
31,7,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Safe,35.0,7.0,4.523469770935035,2,0.13743897859556892,0.13743897859556892
31,7,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,39.0,1.5,4.96695456252347,7,0.12354487420202778,0.12354487420202778
31,7,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Safe,31.5,9.0,4.418325197146076,1,0.1449493052947803,0.1449493052947803
31,7,Shangela,Gleb Savchenko,TV Personality,40,Safe,36.5,4.5,4.728877206158468,4,0.1310552009012392,0.11678558017273752
31,7,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,35.5,6.0,4.616222305670297,3,0.13180623357116034,0.1246714232069095
31,8,Trevor Donovan,Emma Slater,Actor/Actress,39,Safe,39.0,5.5,4.012467913458012,1,0.16685001833516686,0.15584891822515584
31,8,Daniel Durant,Britt Stewart,Actor/Actress,32,Safe,39.0,5.5,4.047671433810048,3,0.15804913824715805,0.15804913824715805
31,8,Wayne Brady,Witney Carson,Comedian,50,Safe,45.0,1.5,4.513751375137514,7,0.13641364136413642,0.12871287128712872
31,8,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,50,Eliminated,35.0,7.0,6.162449578291163,8,0.23285661899523286,0.0
31,8,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,45.0,1.5,4.432709937660433,5,0.1397139713971397,0.138980564723139
31,8,Vinny Guadagnino,Koko Iwasaki,TV Personality,34,Eliminated,29.0,8.0,4.041804180418042,2,0.1628162816281628,0.15658232489915658
31,8,Shangela,Gleb Savchenko,TV Personality,40,Safe,42.0,3.0,4.4400440044004394,6,0.13458012467913458,0.12834616795012835
31,8,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,40.0,4.0,4.349101576824349,4,0.1353135313531353,0.13348001466813347
31,9,Trevor Donovan,Emma Slater,Actor/Actress,39,Eliminated,32.5,6.0,4.207847295864263,6,0.2354188759278897,0.014050901378579003
31,9,Daniel Durant,Britt Stewart,Actor/Actress,32,Eliminated,34.5,5.0,3.259544008483563,1,0.20864262990455992,0.20864262990455992
31,9,Wayne Brady,Witney Carson,Comedian,50,Safe,36.5,3.5,3.2775715800636265,2,0.20519618239660659,0.20519618239660659
31,9,Charli D'Amelio,Mark Ballas,Social Media Personality,18,Safe,40.0,1.5,3.4713679745493105,4,0.18080593849416754,0.18080593849416754
31,9,Shangela,Gleb Savchenko,TV Personality,40,Safe,36.5,3.5,3.2942735949098623,3,0.21394485683987274,0.21394485683987274
31,9,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,Safe,40.0,1.5,3.489395546129374,5,0.18663838812301167,0.1773594909862142
