Season,Week,Contestant,ballroom_partner,celebrity_industry,celebrity_age_during_season,Status,Judge_Total,Judge_Rank,Expected_Fan_Rank,Distinct_Fan_Rank,Model_Certainty,Prob_Rank_1
34,4,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,23.0,6.0,5.529411764705882,5,0.11764705882352941,0.10810810810810811
34,6,Danielle Fishel,Pasha Pashkov,Actor/Actress,44,Safe,36.0,4.0,5.488958990536277,9,0.111198738170347,0.10410094637223975
34,6,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,36.0,4.0,5.3769716088328074,5,0.10764984227129337,0.1056782334384858
34,6,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,39.0,1.5,5.47910094637224,8,0.111198738170347,0.10015772870662461
34,6,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Safe,27.0,10.0,4.849763406940063,1,0.13525236593059936,0.1305205047318612
34,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,36.0,4.0,5.395110410094637,6,0.111198738170347,0.10488958990536278
34,6,Scott Hoying,Rylee Arnold,Singer/Rapper,34,Eliminated,28.0,9.0,7.767744479495267,10,0.19597791798107256,0.0
34,6,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,35.0,6.0,5.265378548895899,4,0.11277602523659307,0.10804416403785488
34,6,Jen Affleck,Jan Ravnik,TV Personality,26,Safe,32.0,7.5,4.886435331230284,2,0.13485804416403785,0.13485804416403785
34,6,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,39.0,1.5,5.454652996845426,7,0.10883280757097792,0.09660883280757097
34,6,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,32.0,7.5,5.035883280757099,3,0.12697160883280756,0.11514195583596215
34,7,Danielle Fishel,Pasha Pashkov,Actor/Actress,44,Safe,35.0,6.0,4.51678486997636,3,0.14326241134751774,0.13238770685579196
34,7,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,32.0,8.0,4.417966903073286,2,0.13900709219858157,0.13191489361702127
34,7,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,38.0,4.5,4.748463356973995,5,0.13049645390070921,0.11300236406619385
34,7,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Safe,29.0,9.0,4.412765957446808,1,0.15130023640661938,0.15130023640661938
34,7,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,41.0,3.0,4.893617021276596,6,0.13191489361702127,0.12529550827423167
34,7,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,43.0,1.0,4.895035460992908,7,0.1210401891252955,0.10449172576832151
34,7,Jen Affleck,Jan Ravnik,TV Personality,26,Eliminated,34.0,7.0,7.457210401891253,9,0.2761229314420804,0.0
34,7,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,42.0,2.0,4.991962174940898,8,0.11867612293144209,0.11631205673758865
34,7,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,38.0,4.5,4.666193853427896,4,0.13333333333333333,0.12529550827423167
34,8,Danielle Fishel,Pasha Pashkov,Actor/Actress,44,Eliminated,37.0,7.0,6.16897305171158,8,0.23197378004369992,0.0
34,8,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,37.5,6.0,4.007647487254188,1,0.1656955571740714,0.1656955571740714
34,8,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,39.0,2.0,4.415149308084487,5,0.13619810633648943,0.13619810633648943
34,8,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Safe,34.0,8.0,4.101966496722506,2,0.1595047341587764,0.1595047341587764
34,8,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,38.0,4.5,4.180990531682447,3,0.1518572469045885,0.13182811361981064
34,8,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,38.5,3.0,4.4268026219956305,6,0.13911143481427532,0.13510560815731973
34,8,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,39.5,1.0,4.493445010924981,7,0.13328477785870357,0.1314639475600874
34,8,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,38.0,4.5,4.2050254916241805,4,0.14894391842680263,0.14020393299344502
34,9,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,36.0,6.0,3.7697317009637925,2,0.1844230268299036,0.1844230268299036
34,9,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,39.0,5.0,3.707736389684814,1,0.18259963532169837,0.18259963532169837
34,9,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Eliminated,29.0,7.0,4.7699921854649645,7,0.19353998437092992,0.013024225058609012
34,9,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,42.0,2.0,3.96769992185465,4,0.15655118520448033,0.15655118520448033
34,9,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,40.0,4.0,3.8038551706173487,3,0.16123990622557957,0.15915603021620214
34,9,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,42.0,2.0,3.9762959103933317,5,0.15603021620213597,0.15603021620213597
34,9,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,42.0,2.0,4.004688721021099,6,0.15029955717634802,0.14821568116697056
34,10,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,28.5,4.5,2.7699579831932772,1,0.2615546218487395,0.22584033613445378
34,10,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,28.5,4.5,2.782563025210084,2,0.25840336134453784,0.20693277310924368
34,10,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,29.5,1.0,3.5504201680672267,5,0.22058823529411764,0.13760504201680673
34,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,29.0,2.5,3.130252100840336,4,0.296218487394958,0.15231092436974789
34,10,Whitney Leavitt,Mark Ballas,TV Personality,32,Eliminated,29.0,2.5,5.688025210084033,6,0.7037815126050421,0.0
34,10,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,27.5,6.0,3.078781512605042,3,0.2773109243697479,0.2773109243697479
34,11,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,5,28.9998,5.0,3.9507042253521125,5,0.44366197183098594,0.0
34,11,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,3,29.666600000000003,2.5,2.73943661971831,2,0.5070422535211268,0.0
34,11,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,1,29.666600000000003,2.5,1.0,1,1.0,1.0
34,11,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,2,30.0,1.0,3.73943661971831,4,0.5070422535211268,0.0
34,11,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,4,29.3332,4.0,3.570422535211267,3,0.30985915492957744,0.0
